"County ","Total Precincts ","Precincts Reporting ","Obama ","McCain ","Other",""
"Bristol ","23","23","15185","8701","364",""
"Kent ","96","96","45932","32278","1436",""
"Newport ","45","45","23550","14538","612",""
"Providence ","311","300","154526","72890","3727",""
"Washington ","66","65","36295","24095","1132",""
