"County ","Total Precincts ","Precincts Reporting ","Obama ","McCain ","Other",""
"Hawaii ","67","67","50808","14865","1229",""
"Honolulu ","212","212","213977","88049","4405",""
"Kauai ","17","17","20408","6243","563",""
"Maui ","42","42","39725","11152","908",""
